INPUT:story	INPUT:system	INPUT:content_plan_id	OUTPUT:category	GOLDEN:category	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
John and Cheryl had been divorced for years, and while the divorce was final, there were still legal problems. John had bought a house in a nice part of town, and now, as it was approaching its five-year anniversary, his friends began asking questions about the house. The house was nice, and had nice rooms and a pool and all that. But the people who lived there had some problems. They lived with their mother and her family of five, with no money and no job. On the first day of the week of September, 1995, John and his friends got in their cars and drove back to the house they had been renting in the woods.	scratchplot	2	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296b1982605f64962a3e1f	2d47fa34-50cb-483c-bc1a-17f26cd07025	0001ec48ec--62296b1982605f64962a3e1f	6ba4a0982299c0f305f25a9a9096776b	APPROVED	2022-03-10T03:06:01.708
The monster Praveena is a little girl living in the forest of Kerala in India. Praveenne and her family were attacked by a monster, who was an exact copy of her. The family's only hope is to bring her back to life. The monster had no memory of its past life, only of Praveene and her. She is now in the hospital. She has a strong bond with her pet cat, who is a doll. The cat's name is Durga. Durga has been taken away from Praveen and her mother. Durga is the only hope the family has of returning her to her original body.	scratchplot	32	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296b267a07670e20f36b1f	86aefa16-6eac-49c2-8e3e-cc00fad27e63	0001ec48ec--62296b267a07670e20f36b1f	1c8b1038b5ffeb38c0e2ebf8f7b4c666	APPROVED	2022-03-10T03:06:14.244
I was overweight. I decided to start eating healthier food. I started to eat more. After a few months, i started eating healthy food. Eventually, i started eating healthy food.	plan-and-write	27	4				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296b2b9df18e30cf1a78ae	84f7e45d-19c5-4f87-a44f-5d4a4d8944c7	0001ec48ec--62296b2b9df18e30cf1a78ae	4f0f1c7b516d81490c4ab639c6aaa720	APPROVED	2022-03-10T03:06:19.563
Tim was overweight. He decided to start exercising. He started to lose weight. He exercised. He lost weight.	plan-and-write	1	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296b2ceefaa33c9da10ecd	c11b7d3a-ff7c-41fa-a173-8665e24aa6d8	0001ec48ec--62296b2ceefaa33c9da10ecd	1c8b1038b5ffeb38c0e2ebf8f7b4c666	APPROVED	2022-03-10T03:06:20.858
I wanted to be a chef. I decided to go to a local restaurant. I watched the movie. Eventually i got a job. I made a lot of money.	plan-and-write	44	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296b3e4fce190ebda71aff	b1061993-245d-4383-abb5-369875d9a098	0001ec48ec--62296b3e4fce190ebda71aff	1c8b1038b5ffeb38c0e2ebf8f7b4c666	APPROVED	2022-03-10T03:06:38.129
When Nanette was a child, her father and stepmother were killed in a horrific car accident. They were buried in a shallow grave and she was left to raise her brother and sister. One day, a new neighbor named Mark Prentchard showed up at her home and introduced himself to Nanette. Mark offered to buy Nanette's dog and take her on a walk to find a dead body. Nanette was left on her own and she walked for days. She found her father's body, buried deep inside a small hollow in the forest. A few days after that, she found a dead squirrel, too.	scratchplot	13	4				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296b3ea9ea9b57ccc6de12	e37dd395-b932-46f4-a856-607e260b81ce	0001ec48ec--62296b3ea9ea9b57ccc6de12	4f0f1c7b516d81490c4ab639c6aaa720	APPROVED	2022-03-10T03:06:38.289
Tom was a very overweight man. He decided to lose weight. He started to lose weight. He went to a diet. He gained weight.	plan-and-write	35	2				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296b49469e0451389878ac	a38ca6b3-0098-43e6-b6fe-1bba76efd1a8	0001ec48ec--62296b49469e0451389878ac	6ba4a0982299c0f305f25a9a9096776b	APPROVED	2022-03-10T03:06:49.962
The monster Praveena is a little girl living in the forest of Kerala in India. Praveenne and her family were attacked by a monster, who was an exact copy of her. The family's only hope is to bring her back to life. The monster had no memory of its past life, only of Praveene and her. She is now in the hospital. She has a strong bond with her pet cat, who is a doll. The cat's name is Durga. Durga has been taken away from Praveen and her mother. Durga is the only hope the family has of returning her to her original body.	scratchplot	32	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296b580dcab8597d7fe220	86aefa16-6eac-49c2-8e3e-cc00fad27e63	0001ec48ec--62296b580dcab8597d7fe220	4fcec748108d9b79c2b0e8ddf3071d93	APPROVED	2022-03-10T03:07:04.626
I was overweight. I decided to start eating healthier food. I started eating healthy food. I ate a lot of diet. I ate a lot of food.	plan-and-write	40	1				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296b669ddc6a68931b88cd	61e3cb48-2ddd-4401-b162-22d9b0798bc7	0001ec48ec--62296b669ddc6a68931b88cd	6ba4a0982299c0f305f25a9a9096776b	APPROVED	2022-03-10T03:07:18.400
Sheltering in a cabin outside South Sudan, Mason Davis, the son of a warlord, and his friend Zelena, an orphan, begin their relationship when she shows interest in his father's prized possession. He begins to doubt his own innocence and their romance begins to blossom. It is an unexpected romance—even for Mason Davis—but one they share. Their love is bound by fate—the fate of the universe. But fate also changes that destiny. It changes Mason's. The universe is on the brink of change. The universe is changing. It was inevitable, and it will continue to change.	scratchplot	42	4				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296b67de31052c5f3132c8	dc7e1922-7c58-4d10-8f4d-828ec7b33266	0001ec48ec--62296b67de31052c5f3132c8	f565d051dae61a934598e2217f8b1c58	APPROVED	2022-03-10T03:07:19.372
In the spring of 1970, George Jones' wife Jane died, and George sought employment in the construction field. He was hired by a contractor named Richard Wurtzel, who had a project in the works for the state. The state needed to build an office building, so Wurtlzle proposed the Joneses would build a state office building on their land. The construction site for the project was a field west of George's house. They built it, and they had a great deal of problems with it. So they got rid of it.	scratchplot	23	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296b6ec0012a219dd0abf5	9e612d39-5f6e-4be9-940d-6c12c5cbc967	0001ec48ec--62296b6ec0012a219dd0abf5	4f0f1c7b516d81490c4ab639c6aaa720	APPROVED	2022-03-10T03:07:26.107
The man with no name is known as Michael Jackson. His name was unknown before he met a girl in a nightclub. The girl has the ability to change her body's physical appearance. The man, on the other hand, cannot change his body's appearance. He becomes interested in the body of the girl in question after he sees her in a club, and he becomes obsessed with it. Michael's body was found at his home. He had been strangled. He died from a drug overdose.	scratchplot	4	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296b8095aad761f1780f06	559a2ff1-6d49-420b-aa98-b70fb9b710f0	0001ec48ec--62296b8095aad761f1780f06	1c8b1038b5ffeb38c0e2ebf8f7b4c666	APPROVED	2022-03-10T03:07:44.447
Tom was feeling sick. He decided to go to a gym. He started to lose weight. Eventually he did a lot of weight. Tom felt much better.	plan-and-write	47	1				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296b89cffc872118cfc951	f7985437-e012-4361-b5dc-03ffd7568ba2	0001ec48ec--62296b89cffc872118cfc951	4fcec748108d9b79c2b0e8ddf3071d93	APPROVED	2022-03-10T03:07:53.549
Tom wanted to lose weight and lose weight. He decided to start exercising. He started to lose weight. Eventually he started running. Tom lost his pounds.	plan-and-write	20	3				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296b9ba9ea9b57ccc6e1c6	ba836315-ab7e-4eed-89bf-65c1dac4ffdb	0001ec48ec--62296b9ba9ea9b57ccc6e1c6	6ba4a0982299c0f305f25a9a9096776b	APPROVED	2022-03-10T03:08:11.045
I wanted to get a new job. I decided to get a job. I started looking for a job. I worked hard for months. Eventually i got a job.	plan-and-write	10	3				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296b9f3c3d413ca065c577	f6eff789-3813-44b3-ab11-f2baedb00df1	0001ec48ec--62296b9f3c3d413ca065c577	4f0f1c7b516d81490c4ab639c6aaa720	APPROVED	2022-03-10T03:08:15.005
In the small Irish town of Ardbeg, two teenagers are caught up in the struggle of two warring families over the fate of the town's last mine. As the war between the families rages, both families become desperate. They turn to their young men, young women, and children, hoping for the salvation of the mine. The two teenagers, Patrick John McGaughey and Cheryl Gannon, have no choice in the matter, as their fate is decided for them at birth. The children of the families had to choose between their parents, a fate that is more than they can bear. As children, they had no choice. They had to kill their parents.	scratchplot	21	1				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296baaadf82f6efc11e241	d84ac648-5cad-46d6-b4ab-06e35393f55d	0001ec48ec--62296baaadf82f6efc11e241	1c8b1038b5ffeb38c0e2ebf8f7b4c666	APPROVED	2022-03-10T03:08:26.657
It was a beautiful day. Adolf Hitler was having a picnic with his favorite granddaughter, Nestora. The two of them were walking through the woods when they encountered a young woman. The woman was a maid, who was waiting for the master of the house to come out. Adolf, his granddaughter, and the maid walked into a house. The house belonged to a wealthy merchant. When Adolf and Nestor went into the kitchen, they saw a woman cooking dinner. At the dinner table, Adolf looked up at the ceiling. He turned and saw the dark face of his granddaughter. He was horrified. He ran out of the room and locked the door.	scratchplot	14	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296bb0de31052c5f313614	dd61444c-fce0-43fa-8df2-511aac23a3a1	0001ec48ec--62296bb0de31052c5f313614	4f0f1c7b516d81490c4ab639c6aaa720	APPROVED	2022-03-10T03:08:32.463
I was a very fat man. I decided to start exercising. I started to lose weight. I exercised. I lost weight.	plan-and-write	36	3				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296bb3655dc258c5bf29e5	b180dc11-6308-47c8-b568-712da75755d4	0001ec48ec--62296bb3655dc258c5bf29e5	f565d051dae61a934598e2217f8b1c58	APPROVED	2022-03-10T03:08:35.260
Sheltering in a cabin outside South Sudan, Mason Davis, the son of a warlord, and his friend Zelena, an orphan, begin their relationship when she shows interest in his father's prized possession. He begins to doubt his own innocence and their romance begins to blossom. It is an unexpected romance—even for Mason Davis—but one they share. Their love is bound by fate—the fate of the universe. But fate also changes that destiny. It changes Mason's. The universe is on the brink of change. The universe is changing. It was inevitable, and it will continue to change.	scratchplot	42	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296bc79503bf6b99fd81d7	dc7e1922-7c58-4d10-8f4d-828ec7b33266	0001ec48ec--62296bc79503bf6b99fd81d7	6ba4a0982299c0f305f25a9a9096776b	APPROVED	2022-03-10T03:08:55.783
Jack and Dora Green, the daughter of a major newspaper publisher, live in the Gotham Mansion, the home of Jack's business partner, Doree Green, and the mother of their three-year old daughter, Dora. Their home is a large home with a large lawn. A large stone sculpture of a man stands at the front of the front door, which is marked with a red paint that is difficult to remove without destroying the painting. It was a beautiful day, sunny and warm. The grass was green and lush. The air was clear, and crisp. It was the perfect summer day.	scratchplot	1	4				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296bdd8900d230dbe3e47f	835c60b2-d956-40f5-97c3-b28133dec375	0001ec48ec--62296bdd8900d230dbe3e47f	4f0f1c7b516d81490c4ab639c6aaa720	APPROVED	2022-03-10T03:09:17.246
Sam wanted to go to the movies. He decided to go to the movie theater. He started to see a movie. Eventually he got to see the movie. He lost his movie.	plan-and-write	39	2				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296bed82605f64962a437f	eed9951c-bb9d-4aec-a21f-d0c8739f2f2b	0001ec48ec--62296bed82605f64962a437f	6ba4a0982299c0f305f25a9a9096776b	APPROVED	2022-03-10T03:09:33.613
The man with no name is known as Michael Jackson. His name was unknown before he met a girl in a nightclub. The girl has the ability to change her body's physical appearance. The man, on the other hand, cannot change his body's appearance. He becomes interested in the body of the girl in question after he sees her in a club, and he becomes obsessed with it. Michael's body was found at his home. He had been strangled. He died from a drug overdose.	scratchplot	4	4				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296c0a290351193d838bcf	559a2ff1-6d49-420b-aa98-b70fb9b710f0	0001ec48ec--62296c0a290351193d838bcf	f565d051dae61a934598e2217f8b1c58	APPROVED	2022-03-10T03:10:02.072
Tom was a very overweight man. He decided to lose weight. He started to lose weight. He went to a diet. He gained weight.	plan-and-write	35	3				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296c0f1315ef143e3922a4	a38ca6b3-0098-43e6-b6fe-1bba76efd1a8	0001ec48ec--62296c0f1315ef143e3922a4	4f0f1c7b516d81490c4ab639c6aaa720	APPROVED	2022-03-10T03:10:07.189
I was overweight. I decided to start eating healthier food. I started to eat more. After a few months, i started eating healthy food. Eventually, i started eating healthy food.	plan-and-write	27	1				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296c10f2f0126f42088ea0	84f7e45d-19c5-4f87-a44f-5d4a4d8944c7	0001ec48ec--62296c10f2f0126f42088ea0	4fcec748108d9b79c2b0e8ddf3071d93	APPROVED	2022-03-10T03:10:08.491
I wanted to get a new car. I decided to buy a new one. I bought a new car. It took me four months. I was happy.	plan-and-write	34	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296c1d8299be0d451a03f6	8367caa4-db4e-4697-b4bd-74a6f08337e6	0001ec48ec--62296c1d8299be0d451a03f6	4f0f1c7b516d81490c4ab639c6aaa720	APPROVED	2022-03-10T03:10:21.999
Tim wanted to lose weight. He decided to start eating healthier food. He started eating healthy foods. He ate a lot of weight. He was able to lose weight.	plan-and-write	41	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296c2937825f2adb4169d6	19c34415-d014-4b34-a6a6-f44ac427e261	0001ec48ec--62296c2937825f2adb4169d6	4f0f1c7b516d81490c4ab639c6aaa720	APPROVED	2022-03-10T03:10:33.775
In the small Irish town of Ardbeg, two teenagers are caught up in the struggle of two warring families over the fate of the town's last mine. As the war between the families rages, both families become desperate. They turn to their young men, young women, and children, hoping for the salvation of the mine. The two teenagers, Patrick John McGaughey and Cheryl Gannon, have no choice in the matter, as their fate is decided for them at birth. The children of the families had to choose between their parents, a fate that is more than they can bear. As children, they had no choice. They had to kill their parents.	scratchplot	21	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296c29c0012a219dd0b1c9	d84ac648-5cad-46d6-b4ab-06e35393f55d	0001ec48ec--62296c29c0012a219dd0b1c9	6ba4a0982299c0f305f25a9a9096776b	APPROVED	2022-03-10T03:10:33.269
In the spring of 1970, George Jones' wife Jane died, and George sought employment in the construction field. He was hired by a contractor named Richard Wurtzel, who had a project in the works for the state. The state needed to build an office building, so Wurtlzle proposed the Joneses would build a state office building on their land. The construction site for the project was a field west of George's house. They built it, and they had a great deal of problems with it. So they got rid of it.	scratchplot	23	4				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296c367a07670e20f373d1	9e612d39-5f6e-4be9-940d-6c12c5cbc967	0001ec48ec--62296c367a07670e20f373d1	f565d051dae61a934598e2217f8b1c58	APPROVED	2022-03-10T03:10:46.881
When Khadijah was about to go to the wedding of John H., John took her to the house of Abraham and had sex with her. He had to take an oath of chastity for Khadiyah to enter the new city called Ur of the Chaldees. Then John brought her to Jerusalem, where she fell in love with Solomon, who was a great prophet. But she was not interested in marrying him. In the beginning God created the heaven and the earth. And the earth was without form, and void; and darkness was upon the face of the deep. And God said, Let there be light; and there was light.	scratchplot	3	4				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296c38a9ea9b57ccc6e81b	d5d9244a-73a9-4381-bdd2-9fdc14fdd9a7	0001ec48ec--62296c38a9ea9b57ccc6e81b	4f0f1c7b516d81490c4ab639c6aaa720	APPROVED	2022-03-10T03:10:48.224
I wanted to get a new job. I decided to get a job. I started looking for a job. I worked hard for months. Eventually i got a job.	plan-and-write	10	2				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296c5b4fce190ebda727a7	f6eff789-3813-44b3-ab11-f2baedb00df1	0001ec48ec--62296c5b4fce190ebda727a7	6ba4a0982299c0f305f25a9a9096776b	APPROVED	2022-03-10T03:11:23.368
"In this world, Karl, a poor man, becomes a vagabond and lives in the subterranean city of the Black Forest. The city is controlled by the Black Prince,"" a ruthless dictator. Karl's main purpose in life is to get to the surface so he can meet a girl named Catherine. As Karl walks the streets, he notices how people are very friendly and have a strong sense of community. Karl is forced to confront the reality of the world he was born into. As a result, he finds himself in a life-and-death struggle against a despotic regime."	scratchplot	35	4				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296c6a73a36d72fbbbdd32	09740192-b497-461d-b1d5-5e2256867dbe	0001ec48ec--62296c6a73a36d72fbbbdd32	4f0f1c7b516d81490c4ab639c6aaa720	APPROVED	2022-03-10T03:11:38.636
The people of Fulford are convinced that an ancient city hidden deep beneath their village was built to house a great evil, the spirit from an ancient, evil god. But the people of the town, the townspeople of Fulbury, are not convinced. In fact, the people, the local community, think Tom and his twin brother, Dee, are the cause of all the disappearances and all the problems that have come to Fulbury since the beginning of time. Dee and Tom are in the middle of a battle to save their home, their family, their town and themselves.	scratchplot	16	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296c738900d230dbe3e8cc	bb8ed41b-a7aa-4325-a476-5e53f097d45d	0001ec48ec--62296c738900d230dbe3e8cc	6ba4a0982299c0f305f25a9a9096776b	APPROVED	2022-03-10T03:11:47.224
I was a very fat man. I decided to start exercising. I started to lose weight. I exercised. I lost weight.	plan-and-write	36	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296c7b4fce190ebda7290d	b180dc11-6308-47c8-b568-712da75755d4	0001ec48ec--62296c7b4fce190ebda7290d	4fcec748108d9b79c2b0e8ddf3071d93	APPROVED	2022-03-10T03:11:55.121
Tim was overweight. He decided to start exercising. He started to lose weight. He exercised. He lost weight.	plan-and-write	1	3				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296c8b8900d230dbe3e98d	c11b7d3a-ff7c-41fa-a173-8665e24aa6d8	0001ec48ec--62296c8b8900d230dbe3e98d	f565d051dae61a934598e2217f8b1c58	APPROVED	2022-03-10T03:12:11.745
"Batman, in the guise of a homeless man, is attacked by a crazed woman named Linda Green. As Linda fights Batman, his identity is exposed. Batman and the other heroes rush to her aid and Linda uses a special power to summon a mysterious and powerful creature from the sea called the sea monster."" The sea monster emerges from the water and attacks Batman, and Batman is forced to call upon his friends. When the heroes arrive, the sea monster appears and defeats them. The heroes and the sea creature have a battle. Batman has no choice but to sacrifice his life to destroy the sea thing. Meanwhile, Linda is taken to the asylum where her friends are waiting."	scratchplot	31	3				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296c984a82ca09cd18db55	be648d10-6172-4788-ab72-c19e65d30950	0001ec48ec--62296c984a82ca09cd18db55	4f0f1c7b516d81490c4ab639c6aaa720	APPROVED	2022-03-10T03:12:24.864
I wanted to get a new job. I decided to go to a local coffee shop. I went to the coffee shop for months. I started to feel confident. I felt better.	plan-and-write	4	2				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296c9d1315ef143e392a3e	144f8727-1e74-4464-b0c4-ea24774f3fca	0001ec48ec--62296c9d1315ef143e392a3e	6ba4a0982299c0f305f25a9a9096776b	APPROVED	2022-03-10T03:12:29.613
It all began with the idea that Michael and his friend Maeve need more friends. Michael's grandfather had recently passed away and he needed to find a friend to fill the void. Unfortunately Michael's old friend Maevis is the type who doesn't get along with others and she won't even go with Michael to school. Maevis has been in the past when Michael had needed someone to go with. But that wasn't the worst of it because Maevis also doesn't have a boyfriend. Michael and Maeve became best friends, and the rest of their lives were filled with friendship and love.	scratchplot	37	3				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296cb18afce042b4c4b57b	14ffeeea-38cc-4948-bbf5-c26885fb2f9a	0001ec48ec--62296cb18afce042b4c4b57b	ade066e604e93b213e44e3030eef7f39	APPROVED	2022-03-10T03:12:49.508
The people of Fulford are convinced that an ancient city hidden deep beneath their village was built to house a great evil, the spirit from an ancient, evil god. But the people of the town, the townspeople of Fulbury, are not convinced. In fact, the people, the local community, think Tom and his twin brother, Dee, are the cause of all the disappearances and all the problems that have come to Fulbury since the beginning of time. Dee and Tom are in the middle of a battle to save their home, their family, their town and themselves.	scratchplot	16	4				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296cb1eefaa33c9da12088	bb8ed41b-a7aa-4325-a476-5e53f097d45d	0001ec48ec--62296cb1eefaa33c9da12088	f565d051dae61a934598e2217f8b1c58	APPROVED	2022-03-10T03:12:49.510
Tom was feeling sick. He decided to go to a gym. He started to lose weight. Eventually he did a lot of weight. Tom felt much better.	plan-and-write	47	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296cc4a9ea9b57ccc6eeeb	f7985437-e012-4361-b5dc-03ffd7568ba2	0001ec48ec--62296cc4a9ea9b57ccc6eeeb	22a56f02e15c79249fac3bc881417469	APPROVED	2022-03-10T03:13:08.046
I wanted to get a new car. I decided to buy a new car. I bought a new car. I spent the entire weekend driving. I had a great time.	plan-and-write	6	1				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296cc4adf82f6efc11ea4c	2032ee3b-8c2a-4098-93f4-2b6dffd40e7e	0001ec48ec--62296cc4adf82f6efc11ea4c	6ba4a0982299c0f305f25a9a9096776b	APPROVED	2022-03-10T03:13:08.255
Tom wanted to be a doctor. He decided to go to a local college. He made a lot of money. After months of hard work, he was able to get a job. Eventually, tom was able to get a job.	plan-and-write	8	2				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296cccb1874329811d575b	dd58b744-34e3-41db-aeca-f11076bf2d08	0001ec48ec--62296cccb1874329811d575b	4f0f1c7b516d81490c4ab639c6aaa720	APPROVED	2022-03-10T03:13:16.730
It was a beautiful day. Adolf Hitler was having a picnic with his favorite granddaughter, Nestora. The two of them were walking through the woods when they encountered a young woman. The woman was a maid, who was waiting for the master of the house to come out. Adolf, his granddaughter, and the maid walked into a house. The house belonged to a wealthy merchant. When Adolf and Nestor went into the kitchen, they saw a woman cooking dinner. At the dinner table, Adolf looked up at the ceiling. He turned and saw the dark face of his granddaughter. He was horrified. He ran out of the room and locked the door.	scratchplot	14	4				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296cd7655dc258c5bf3592	dd61444c-fce0-43fa-8df2-511aac23a3a1	0001ec48ec--62296cd7655dc258c5bf3592	f565d051dae61a934598e2217f8b1c58	APPROVED	2022-03-10T03:13:27.343
Tom was a very overweight man. He decided to lose weight. He started to lose weight. He went to a diet. He gained weight.	plan-and-write	35	1				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296cd8818b5c5371fc5170	a38ca6b3-0098-43e6-b6fe-1bba76efd1a8	0001ec48ec--62296cd8818b5c5371fc5170	4fcec748108d9b79c2b0e8ddf3071d93	APPROVED	2022-03-10T03:13:28.060
I wanted to get a new job. I decided to go to a local coffee shop. I went to the coffee shop for months. I started to feel confident. I felt better.	plan-and-write	4	1				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296cdcc72a824e5bb4808c	144f8727-1e74-4464-b0c4-ea24774f3fca	0001ec48ec--62296cdcc72a824e5bb4808c	1c8b1038b5ffeb38c0e2ebf8f7b4c666	APPROVED	2022-03-10T03:13:32.283
Jack and Dora Green, the daughter of a major newspaper publisher, live in the Gotham Mansion, the home of Jack's business partner, Doree Green, and the mother of their three-year old daughter, Dora. Their home is a large home with a large lawn. A large stone sculpture of a man stands at the front of the front door, which is marked with a red paint that is difficult to remove without destroying the painting. It was a beautiful day, sunny and warm. The grass was green and lush. The air was clear, and crisp. It was the perfect summer day.	scratchplot	1	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296cde1315ef143e392e05	835c60b2-d956-40f5-97c3-b28133dec375	0001ec48ec--62296cde1315ef143e392e05	6ba4a0982299c0f305f25a9a9096776b	APPROVED	2022-03-10T03:13:34.148
In the spring of 1970, George Jones' wife Jane died, and George sought employment in the construction field. He was hired by a contractor named Richard Wurtzel, who had a project in the works for the state. The state needed to build an office building, so Wurtlzle proposed the Joneses would build a state office building on their land. The construction site for the project was a field west of George's house. They built it, and they had a great deal of problems with it. So they got rid of it.	scratchplot	23	1				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296cdf0491a43cbd6e91df	9e612d39-5f6e-4be9-940d-6c12c5cbc967	0001ec48ec--62296cdf0491a43cbd6e91df	22a56f02e15c79249fac3bc881417469	APPROVED	2022-03-10T03:13:35.094
I had to lose some weight. I decided to try out for a gym. I went to the gym and got a diet. I started to lose weight. I ate a lot of food.	plan-and-write	23	4				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296ce1655dc258c5bf35c9	893507da-a768-49dd-a763-24fa341a839a	0001ec48ec--62296ce1655dc258c5bf35c9	4f0f1c7b516d81490c4ab639c6aaa720	APPROVED	2022-03-10T03:13:37.533
Jack and Dora Green, the daughter of a major newspaper publisher, live in the Gotham Mansion, the home of Jack's business partner, Doree Green, and the mother of their three-year old daughter, Dora. Their home is a large home with a large lawn. A large stone sculpture of a man stands at the front of the front door, which is marked with a red paint that is difficult to remove without destroying the painting. It was a beautiful day, sunny and warm. The grass was green and lush. The air was clear, and crisp. It was the perfect summer day.	scratchplot	1	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296cef7a07670e20f37a44	835c60b2-d956-40f5-97c3-b28133dec375	0001ec48ec--62296cef7a07670e20f37a44	22a56f02e15c79249fac3bc881417469	APPROVED	2022-03-10T03:13:51.332
I wanted to lose weight. I decided to start exercising. I tried out for months. Eventually, i was able to lose weight. I lost weight.	plan-and-write	15	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296cf04fce190ebda72dd7	e1af4962-2f9e-45f5-b880-1184ff594932	0001ec48ec--62296cf04fce190ebda72dd7	4f0f1c7b516d81490c4ab639c6aaa720	APPROVED	2022-03-10T03:13:52.267
Tim wanted to lose weight. He decided to start eating healthier food. He started eating healthy foods. He ate a lot of weight. He was able to lose weight.	plan-and-write	41	1				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296cf29223e2714bd1f7c3	19c34415-d014-4b34-a6a6-f44ac427e261	0001ec48ec--62296cf29223e2714bd1f7c3	22a56f02e15c79249fac3bc881417469	APPROVED	2022-03-10T03:13:54.789
I decided to lose weight and lose weight. I started eating healthy foods. I went to the gym. I exercised for a while. I lost weight.	plan-and-write	25	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296cf5ff125b16a45c8fd5	3028e34f-4813-4fa1-a71c-c008aca25cab	0001ec48ec--62296cf5ff125b16a45c8fd5	22a56f02e15c79249fac3bc881417469	APPROVED	2022-03-10T03:13:57.958
Tom wanted to be a doctor. He decided to go to a local college. He made a lot of money. After months of hard work, he was able to get a job. Eventually, tom was able to get a job.	plan-and-write	8	1				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296cf98900d230dbe3ecb1	dd58b744-34e3-41db-aeca-f11076bf2d08	0001ec48ec--62296cf98900d230dbe3ecb1	22a56f02e15c79249fac3bc881417469	APPROVED	2022-03-10T03:14:01.026
I wanted to get a new car. I decided to buy a new one. I bought a new car. It took me four months. I was happy.	plan-and-write	34	5				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296cfc5af44b5d7e55077a	8367caa4-db4e-4697-b4bd-74a6f08337e6	0001ec48ec--62296cfc5af44b5d7e55077a	22a56f02e15c79249fac3bc881417469	APPROVED	2022-03-10T03:14:04.117
I wanted to be a chef. I decided to go to a local restaurant. I watched the movie. Eventually i got a job. I made a lot of money.	plan-and-write	44	2				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296cfcb50edb0927f48890	b1061993-245d-4383-abb5-369875d9a098	0001ec48ec--62296cfcb50edb0927f48890	4f0f1c7b516d81490c4ab639c6aaa720	APPROVED	2022-03-10T03:14:04.876
I wanted to lose weight. I decided to start exercising. I tried out for months. Eventually, i was able to lose weight. I lost weight.	plan-and-write	15	1				https://toloka.yandex.ru/task/32262380/0001ec48ec--62296cffadf82f6efc11ee09	e1af4962-2f9e-45f5-b880-1184ff594932	0001ec48ec--62296cffadf82f6efc11ee09	22a56f02e15c79249fac3bc881417469	APPROVED	2022-03-10T03:14:07.203
