INPUT:story	INPUT:system	INPUT:content_plan_id	OUTPUT:category	GOLDEN:category	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
In the spring of 1970, George Jones' wife Jane died, and George sought employment in the construction field. He was hired by a contractor named Richard Wurtzel, who had a project in the works for the state. The state needed to build an office building, so Wurtlzle proposed the Joneses would build a state office building on their land. The construction site for the project was a field west of George's house. They built it, and they had a great deal of problems with it. So they got rid of it.	scratchplot	23	3				https://toloka.yandex.ru/task/32262352/0001ec48d0--62296813c1b181656241b5b8	076bd4ba-7507-4352-afb5-7f80981b46aa	0001ec48d0--62296813c1b181656241b5b8	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T02:53:07.498
A young girl in the year 2030 wakes up one morning to find herself transported to the year 1985. When she gets to the present day she meets William John, a man who claims to be a vampire. William John offers her the chance to join him on a journey into a world of crime. The young girl, Eileen, joins William John's quest to become a vampire hunter and learns about life in a world where humans are considered the only thing to fear. Eileen became a vampire, which was a step down for her. It meant she had to work for money, and she had no time to think about what her life would be like if she didn't become one.	scratchplot	41	3				https://toloka.yandex.ru/task/32262352/0001ec48d0--6229681b1315ef143e38f78c	80093310-86df-440e-a705-f5647ef4363e	0001ec48d0--6229681b1315ef143e38f78c	c62475fa7b981556a0a09166d57d9de0	APPROVED	2022-03-10T02:53:15.191
John H. is a retired US Air Force Captain in civilian life and a respected veteran of the Vietnam war. He and his wife, Berta, have a daughter and a grandson, whom he and Bertan have raised to believe that Earth is the only home in the galaxy. But now the young people of South Sudan are rising up against a dictator and his repressive army. John and Bertal go to South Sudan to try to stop them. The world is coming to an end. A new day has dawned. It is time to fight.	scratchplot	10	5				https://toloka.yandex.ru/task/32262352/0001ec48d0--622968294a82ca09cd18b561	648e791e-0af7-4afa-83e7-ea2d6b10a2bf	0001ec48d0--622968294a82ca09cd18b561	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T02:53:29.124
"In this world, Karl, a poor man, becomes a vagabond and lives in the subterranean city of the Black Forest. The city is controlled by the Black Prince,"" a ruthless dictator. Karl's main purpose in life is to get to the surface so he can meet a girl named Catherine. As Karl walks the streets, he notices how people are very friendly and have a strong sense of community. Karl is forced to confront the reality of the world he was born into. As a result, he finds himself in a life-and-death struggle against a despotic regime."	scratchplot	35	3				https://toloka.yandex.ru/task/32262352/0001ec48d0--62296829c72a824e5bb448ac	7a9a0926-5404-4126-8e4d-b42249fb37a0	0001ec48d0--62296829c72a824e5bb448ac	a366401fdf9bc1560379119a9ceb0100	APPROVED	2022-03-10T02:53:29.273
"On Earth, Jude and his wife, Julia, have made their home, where Jude works as a private investigator and Julia is a nurse. ""In the year 2035, Jude meets an enigmatic stranger named Alexi, a man whose body has been replaced by technology and whose brain has been reprogrammed by an alien race. It turns out that Alexi's brain is the same as Jude's and that he can use Jude's brain to take control of people's bodies. Alexi eventually uses Jude's body to take over the planet."	scratchplot	22	4				https://toloka.yandex.ru/task/32262352/0001ec48d0--6229683e8900d230dbe3c3b3	1711aa1b-777b-4b2f-9d83-384c0f998b04	0001ec48d0--6229683e8900d230dbe3c3b3	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T02:53:50.820
"In this world, Karl, a poor man, becomes a vagabond and lives in the subterranean city of the Black Forest. The city is controlled by the Black Prince,"" a ruthless dictator. Karl's main purpose in life is to get to the surface so he can meet a girl named Catherine. As Karl walks the streets, he notices how people are very friendly and have a strong sense of community. Karl is forced to confront the reality of the world he was born into. As a result, he finds himself in a life-and-death struggle against a despotic regime."	scratchplot	35	5				https://toloka.yandex.ru/task/32262352/0001ec48d0--6229684e9df18e30cf1a62bf	7a9a0926-5404-4126-8e4d-b42249fb37a0	0001ec48d0--6229684e9df18e30cf1a62bf	c62475fa7b981556a0a09166d57d9de0	APPROVED	2022-03-10T02:54:06.361
I wanted to lose weight. I decided to start exercising. I tried out for months. Eventually, i was able to lose weight. I lost weight.	plan-and-write	15	1				https://toloka.yandex.ru/task/32262352/0001ec48d0--62296853839fdc6ec429fa44	b23eebf9-17e8-469c-8374-77a2208e4362	0001ec48d0--62296853839fdc6ec429fa44	a366401fdf9bc1560379119a9ceb0100	APPROVED	2022-03-10T02:54:11.303
I was a very fat man. I decided to start exercising. I started to lose weight. I exercised. I lost weight.	plan-and-write	36	2				https://toloka.yandex.ru/task/32262352/0001ec48d0--6229685fded1f01d1bed3a02	843694f2-231a-4a79-8913-6337fedef7a4	0001ec48d0--6229685fded1f01d1bed3a02	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T02:54:23.845
Tom wanted to be a doctor. He decided to go to a local doctor. He made a very good impression. He became a doctor for months. Tom ended up getting a good grade.	plan-and-write	0	1				https://toloka.yandex.ru/task/32262352/0001ec48d0--6229686db50edb0927f460b8	e90499e7-a21f-49ea-b7e9-a3bf4f87a393	0001ec48d0--6229686db50edb0927f460b8	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T02:54:37.653
I wanted to lose weight. I decided to start exercising. I tried out for months. Eventually, i was able to lose weight. I lost weight.	plan-and-write	15	2				https://toloka.yandex.ru/task/32262352/0001ec48d0--62296873cffc872118cfa329	b23eebf9-17e8-469c-8374-77a2208e4362	0001ec48d0--62296873cffc872118cfa329	c62475fa7b981556a0a09166d57d9de0	APPROVED	2022-03-10T02:54:43.941
It is a typical New York summer with a lot of rain. Tom and his friend Kathy Finkle were walking along a river when they fell into a strange cave. There they met two girls. One of them was a little girl who looked exactly like Tom. When they heard that she was an orphan, Tom and the other boy wanted to adopt her and raise her in their home. They were able to convince Kathy to go with them and so she agreed. They never found a place for the little girl, though she was adopted and went to live with them.	scratchplot	19	4				https://toloka.yandex.ru/task/32262352/0001ec48d0--62296875de31052c5f311ddb	2380689e-0b15-46dd-ba51-8f230f54c8a0	0001ec48d0--62296875de31052c5f311ddb	a366401fdf9bc1560379119a9ceb0100	APPROVED	2022-03-10T02:54:45.108
I wanted to get a new job. I decided to get a job. I started looking for a job. I worked hard for months. Eventually i got a job.	plan-and-write	10	1				https://toloka.yandex.ru/task/32262352/0001ec48d0--6229687b839fdc6ec429fbc2	4f68bf3d-72c9-4677-8270-0babe4a39708	0001ec48d0--6229687b839fdc6ec429fbc2	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T02:54:51.770
Tom wanted to lose weight. He decided to try out for a big weight loss. He started to lose weight. He exercised for a while. He eventually lost ten pounds.	plan-and-write	31	2				https://toloka.yandex.ru/task/32262352/0001ec48d0--622968989503bf6b99fd6567	9acb9bc2-63eb-4e9c-a1a2-d8eafe50a7ff	0001ec48d0--622968989503bf6b99fd6567	a366401fdf9bc1560379119a9ceb0100	APPROVED	2022-03-10T02:55:20.553
After a year of living in the bay area, Maggie has moved back to her childhood home and John Smith has moved to the city to work. After an accident at work John goes missing and Maggie, who is a young artist, becomes obsessed with finding him. While John's friends attempt to help Maggie, John becomes increasingly worried about her. As John gets more and more distant, Maggie's art gets more advanced. Maggie has begun to draw pictures that are more and less like pictures. After a year, Maggie and John get married, and Maggie starts to paint again. John realizes that what he loves most about her is her mind and his ability to see the world differently.	scratchplot	43	3				https://toloka.yandex.ru/task/32262352/0001ec48d0--6229689aadf82f6efc11ca31	2ca798a4-61b3-46e1-a279-a27f354a5663	0001ec48d0--6229689aadf82f6efc11ca31	c62475fa7b981556a0a09166d57d9de0	APPROVED	2022-03-10T02:55:22.157
The monster Praveena is a little girl living in the forest of Kerala in India. Praveenne and her family were attacked by a monster, who was an exact copy of her. The family's only hope is to bring her back to life. The monster had no memory of its past life, only of Praveene and her. She is now in the hospital. She has a strong bond with her pet cat, who is a doll. The cat's name is Durga. Durga has been taken away from Praveen and her mother. Durga is the only hope the family has of returning her to her original body.	scratchplot	32	5				https://toloka.yandex.ru/task/32262352/0001ec48d0--622968baeefaa33c9da0f58c	9c1f369b-2300-4539-94c4-d8712acfdf80	0001ec48d0--622968baeefaa33c9da0f58c	a366401fdf9bc1560379119a9ceb0100	APPROVED	2022-03-10T02:55:54.901
I wanted to go to the park. I decided to go to the park. Finally i got there. I made a nice dinner. I was happy.	plan-and-write	2	1				https://toloka.yandex.ru/task/32262352/0001ec48d0--622968c395aad761f177eef0	a428f8e8-1a55-42f6-a19f-0cc6102e7328	0001ec48d0--622968c395aad761f177eef0	c62475fa7b981556a0a09166d57d9de0	APPROVED	2022-03-10T02:56:03.931
The two friends were sitting on a couch when Bob asked Mary if she could play an instrument and she said she could. Mary, who had been practicing every day, had a lovely voice, and she played some wonderful songs. Bob, who was a musician himself, was very impressed. He then proposed that they get together and practice together. Mary was excited about the possibility, and they spent most of their free time together in her room. They talked about the things they loved. They had a great time. They played their favorite songs and ate ice cream. They had lots of laughs and talked about their lives and their love for each other.	scratchplot	0	3				https://toloka.yandex.ru/task/32262352/0001ec48d0--622968dc5b075e1d27d14a8f	123679da-06be-448d-a56b-514123b0cc2c	0001ec48d0--622968dc5b075e1d27d14a8f	a366401fdf9bc1560379119a9ceb0100	APPROVED	2022-03-10T02:56:28.135
Tom wanted to be a doctor. He decided to start taking a job. He started to feel confident. He made a great deal. Eventually he was able to get a job.	plan-and-write	13	1				https://toloka.yandex.ru/task/32262352/0001ec48d0--622968f2a9ea9b57ccc6c6db	c294b085-c602-4f9d-aeaf-e411c04da79f	0001ec48d0--622968f2a9ea9b57ccc6c6db	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T02:56:50.268
Tom had to lose his weight. He decided to start exercising. He started to lose weight. Eventually he became a personal trainer. Tom was able to get the weight he did.	plan-and-write	29	1				https://toloka.yandex.ru/task/32262352/0001ec48d0--622968f8839fdc6ec42a0708	d314ccac-5fb1-4956-bec7-5591b01cca70	0001ec48d0--622968f8839fdc6ec42a0708	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T02:56:56.569
In the year 2350 William and his son Catherine, accompanied by their daughter Emily, left their home in Bristol for an expedition to the coast of the United States. When Catherine fell ill with dysentery and William became ill with a case of typhoid fever, the family made a hurried departure, leaving Catherine in charge. After a time they reached a town called Houlton, where William, sickened with dysentary, lost the power of speech and could barely walk. When they came to the edge of the town, Catherine gave them directions to a house that was on the edge, but she could not speak. They began to walk down the road that led to the town.	scratchplot	15	4				https://toloka.yandex.ru/task/32262352/0001ec48d0--622969063c3d413ca065a82d	021bc7cb-a945-4c67-b1e7-0fcd171843e8	0001ec48d0--622969063c3d413ca065a82d	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T02:57:10.477
Tom wanted to be a doctor. He decided to go to a local doctor. He made a very good impression. He became a doctor for months. Tom ended up getting a good grade.	plan-and-write	0	2				https://toloka.yandex.ru/task/32262352/0001ec48d0--622969075c9960414912b4e6	e90499e7-a21f-49ea-b7e9-a3bf4f87a393	0001ec48d0--622969075c9960414912b4e6	a366401fdf9bc1560379119a9ceb0100	APPROVED	2022-03-10T02:57:11.687
"Batman, in the guise of a homeless man, is attacked by a crazed woman named Linda Green. As Linda fights Batman, his identity is exposed. Batman and the other heroes rush to her aid and Linda uses a special power to summon a mysterious and powerful creature from the sea called the sea monster."" The sea monster emerges from the water and attacks Batman, and Batman is forced to call upon his friends. When the heroes arrive, the sea monster appears and defeats them. The heroes and the sea creature have a battle. Batman has no choice but to sacrifice his life to destroy the sea thing. Meanwhile, Linda is taken to the asylum where her friends are waiting."	scratchplot	31	4				https://toloka.yandex.ru/task/32262352/0001ec48d0--6229692195aad761f177f250	c7b876d7-b764-482e-9a88-4084746b837c	0001ec48d0--6229692195aad761f177f250	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T02:57:37.767
I wanted to go to the park. I decided to go to the park. Finally i got there. I made a nice dinner. I was happy.	plan-and-write	2	2				https://toloka.yandex.ru/task/32262352/0001ec48d0--6229692af2f0126f42086ea5	a428f8e8-1a55-42f6-a19f-0cc6102e7328	0001ec48d0--6229692af2f0126f42086ea5	a366401fdf9bc1560379119a9ceb0100	APPROVED	2022-03-10T02:57:46.186
Jack and Dora Green, the daughter of a major newspaper publisher, live in the Gotham Mansion, the home of Jack's business partner, Doree Green, and the mother of their three-year old daughter, Dora. Their home is a large home with a large lawn. A large stone sculpture of a man stands at the front of the front door, which is marked with a red paint that is difficult to remove without destroying the painting. It was a beautiful day, sunny and warm. The grass was green and lush. The air was clear, and crisp. It was the perfect summer day.	scratchplot	1	4				https://toloka.yandex.ru/task/32262352/0001ec48d0--6229693b9223e2714bd1dc50	785b9681-124d-4ce9-bcba-6c170ea37408	0001ec48d0--6229693b9223e2714bd1dc50	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T02:58:03.178
The monster Praveena is a little girl living in the forest of Kerala in India. Praveenne and her family were attacked by a monster, who was an exact copy of her. The family's only hope is to bring her back to life. The monster had no memory of its past life, only of Praveene and her. She is now in the hospital. She has a strong bond with her pet cat, who is a doll. The cat's name is Durga. Durga has been taken away from Praveen and her mother. Durga is the only hope the family has of returning her to her original body.	scratchplot	32	5				https://toloka.yandex.ru/task/32262352/0001ec48d0--6229694b5af44b5d7e54e9fb	9c1f369b-2300-4539-94c4-d8712acfdf80	0001ec48d0--6229694b5af44b5d7e54e9fb	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T02:58:19.341
Tom wanted to be a doctor. He decided to start taking a job. He started to feel confident. He made a great deal. Eventually he was able to get a job.	plan-and-write	13	2				https://toloka.yandex.ru/task/32262352/0001ec48d0--6229694c5b075e1d27d14da2	c294b085-c602-4f9d-aeaf-e411c04da79f	0001ec48d0--6229694c5b075e1d27d14da2	a366401fdf9bc1560379119a9ceb0100	APPROVED	2022-03-10T02:58:20.934
John H. is a retired US Air Force Captain in civilian life and a respected veteran of the Vietnam war. He and his wife, Berta, have a daughter and a grandson, whom he and Bertan have raised to believe that Earth is the only home in the galaxy. But now the young people of South Sudan are rising up against a dictator and his repressive army. John and Bertal go to South Sudan to try to stop them. The world is coming to an end. A new day has dawned. It is time to fight.	scratchplot	10	2				https://toloka.yandex.ru/task/32262352/0001ec48d0--6229695795aad761f177f49e	648e791e-0af7-4afa-83e7-ea2d6b10a2bf	0001ec48d0--6229695795aad761f177f49e	c62475fa7b981556a0a09166d57d9de0	APPROVED	2022-03-10T02:58:31.446
Benjamin Franklin and his sister Samantha Franklin were a wealthy young man from the time of the American Revolution when they were living in New Hampshire. They were in New Orleans on the night of September 14, 1774 when the British burned the city and Benjamin Franklin was among the first to escape to safety. He was able to escape because he had an understanding with Samuel Hopkinson, the owner of a bar in New Haven, Connecticut. Benjamin Franklin was an adventurer who made a name for himself across the Atlantic. He wrote about his adventures in his diary.	scratchplot	34	5				https://toloka.yandex.ru/task/32262352/0001ec48d0--6229696b70049e12fcd39325	58bbcb7c-f538-49d8-8abc-f8a8b83664d1	0001ec48d0--6229696b70049e12fcd39325	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T02:58:51.844
I wanted to get a new job. I decided to get a job. I started looking for a job. I worked hard for months. Eventually i got a job.	plan-and-write	10	1				https://toloka.yandex.ru/task/32262352/0001ec48d0--6229696eb608822f9f59511e	4f68bf3d-72c9-4677-8270-0babe4a39708	0001ec48d0--6229696eb608822f9f59511e	a366401fdf9bc1560379119a9ceb0100	APPROVED	2022-03-10T02:58:54.400
I was a great shape. I decided to try out for the gym. I got a membership. I started exercising for months. I was able to lose weight.	plan-and-write	9	1				https://toloka.yandex.ru/task/32262352/0001ec48d0--622969853c3d413ca065abda	ba00f379-0e15-4acc-a538-46272a81ae93	0001ec48d0--622969853c3d413ca065abda	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T02:59:17.140
I wanted to get a new job. I decided to get a job. I started looking for a job. I worked hard for months. Eventually i got a job.	plan-and-write	10	1				https://toloka.yandex.ru/task/32262352/0001ec48d0--62296994901d2c1de49f6e39	4f68bf3d-72c9-4677-8270-0babe4a39708	0001ec48d0--62296994901d2c1de49f6e39	c62475fa7b981556a0a09166d57d9de0	APPROVED	2022-03-10T02:59:32.395
Tom wanted to be a doctor. He decided to go to a local doctor. He started to feel sick. He had to go to the doctor for months. Finally, he went to the doctor.	plan-and-write	3	1				https://toloka.yandex.ru/task/32262352/0001ec48d0--62296997655dc258c5bf18e7	d53f3a1b-66e9-40e0-9914-29e42d4fa143	0001ec48d0--62296997655dc258c5bf18e7	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T02:59:35.079
Tom wanted to be a chef. He decided to try out for a local restaurant. He worked hard for months. Eventually he became a great chef. Tom was happy to be a chef.	plan-and-write	30	3				https://toloka.yandex.ru/task/32262352/0001ec48d0--622969a37a07670e20f35e3e	2d8249c6-0c32-4af9-bc86-fd83e04937a5	0001ec48d0--622969a37a07670e20f35e3e	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T02:59:47.789
It is the year 2042 and there is a plague spreading. It is a problem in every city on Earth. It's an epidemic that is killing more people than it was before. In order to fight it, the government decided to use robots as the best possible means. A robot named Ivan was sent to Kathmandū and his mission was to bring Shantu and the rest of the team to the capital to help with the plague. Ivan, the robot, did not live up to the expectations of the people who sent him out to save humanity.	scratchplot	6	5				https://toloka.yandex.ru/task/32262352/0001ec48d0--622969ae0e2afb762e79fe0f	a002978d-61ba-467b-bc06-9b26e29de61b	0001ec48d0--622969ae0e2afb762e79fe0f	a366401fdf9bc1560379119a9ceb0100	APPROVED	2022-03-10T02:59:58.570
The two friends were sitting on a couch when Bob asked Mary if she could play an instrument and she said she could. Mary, who had been practicing every day, had a lovely voice, and she played some wonderful songs. Bob, who was a musician himself, was very impressed. He then proposed that they get together and practice together. Mary was excited about the possibility, and they spent most of their free time together in her room. They talked about the things they loved. They had a great time. They played their favorite songs and ate ice cream. They had lots of laughs and talked about their lives and their love for each other.	scratchplot	0	5				https://toloka.yandex.ru/task/32262352/0001ec48d0--622969b2c1b181656241be6e	123679da-06be-448d-a56b-514123b0cc2c	0001ec48d0--622969b2c1b181656241be6e	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T03:00:02.066
Michael Michael's parents have been missing for two years. His sister Jane, who lives with her parents, was murdered when she was twelve years old. She was found in a wooded area and badly beaten. Her parents have not been heard from since. When Michael Michael was twelve, his father, Michael, got himself arrested for murder. Two years later, the police discovered that he had been using Michael Michael as a living breathing test subject for his experiments. A man is about to go on trial for a crime he didn't commit.	scratchplot	40	2				https://toloka.yandex.ru/task/32262352/0001ec48d0--622969c55c9960414912bb18	7d53e4dd-f195-4dda-9117-75753febe486	0001ec48d0--622969c55c9960414912bb18	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T03:00:21.365
I was a great shape. I decided to try out for the gym. I got a membership. I started exercising for months. I was able to lose weight.	plan-and-write	9	1				https://toloka.yandex.ru/task/32262352/0001ec48d0--622969d17a07670e20f35fcf	ba00f379-0e15-4acc-a538-46272a81ae93	0001ec48d0--622969d17a07670e20f35fcf	a366401fdf9bc1560379119a9ceb0100	APPROVED	2022-03-10T03:00:33.907
I was overweight. I decided to go to the gym. I made a lot of weight. I started to lose weight. I had a lot of weight.	plan-and-write	33	1				https://toloka.yandex.ru/task/32262352/0001ec48d0--622969dd9503bf6b99fd735e	b1683a2c-8f3a-48e8-98a0-8f5fafc0ce84	0001ec48d0--622969dd9503bf6b99fd735e	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T03:00:45.379
John is in love with Minnie, and is determined to marry her, despite being unable to speak a word of Chinese. Minnie loves John, and also wants to get married. Their father disapproves of their relationship, and they argue often. John is not allowed to visit Minnie's home or to visit her parents, but he secretly does so. John and Minnie marry. They live happily ever after.	scratchplot	9	4				https://toloka.yandex.ru/task/32262352/0001ec48d0--622969e870049e12fcd3978b	a4693a4e-9181-4435-8a80-fbb7a55363f7	0001ec48d0--622969e870049e12fcd3978b	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T03:00:56.759
The first year of Bella C's life, John Smith lived with his mother in the tiny town of North Pole, Alaska. Bella's parents, a widowed couple, had separated a few years earlier, and it seemed as if the relationship was destined for divorce. The years passed by in a haze of alcohol abuse and an addiction to painkillers. Bella, her mother, and her brother, Alex, moved out of the house, which Bella shared with a friend of hers. When Bella moved into her new house, she was excited and anxious for a fresh start. But when her mother moved into a smaller apartment nearby, her hope for a new start was dashed.	scratchplot	44	5				https://toloka.yandex.ru/task/32262352/0001ec48d0--62296a09c72a824e5bb45d2a	06544684-95e2-40af-88b5-1b71cab6f14b	0001ec48d0--62296a09c72a824e5bb45d2a	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T03:01:29.242
"In this world, Karl, a poor man, becomes a vagabond and lives in the subterranean city of the Black Forest. The city is controlled by the Black Prince,"" a ruthless dictator. Karl's main purpose in life is to get to the surface so he can meet a girl named Catherine. As Karl walks the streets, he notices how people are very friendly and have a strong sense of community. Karl is forced to confront the reality of the world he was born into. As a result, he finds himself in a life-and-death struggle against a despotic regime."	scratchplot	35	5				https://toloka.yandex.ru/task/32262352/0001ec48d0--62296a2a95aad761f177fc94	7a9a0926-5404-4126-8e4d-b42249fb37a0	0001ec48d0--62296a2a95aad761f177fc94	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T03:02:02.198
The two women who run the bar where John works for Viridian are on an evening trip to a bar on the outskirts of Rome and are enjoying themselves with a group of strangers. The group has two bartenders and they're a little tipsy as they wait for the bar to open. Viridia is sitting on the edge of the bar and John is seated in a corner by himself. Viridia and one of her friends start flirting with him. The bartender, who was a friend of Viridia's, had to get out of the way of a drunken patron.	scratchplot	33	2				https://toloka.yandex.ru/task/32262352/0001ec48d0--62296a3b95aad761f177fd42	5b0fa27b-07e6-4015-b170-7ab6434d39ef	0001ec48d0--62296a3b95aad761f177fd42	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T03:02:19.163
Tom was feeling sick. He decided to go to a gym. He started to lose weight. Eventually he did a lot of weight. Tom felt much better.	plan-and-write	47	1				https://toloka.yandex.ru/task/32262352/0001ec48d0--62296a584fce190ebda71022	de8dbdd1-bf26-4b8c-8ac3-7d27da38bf1e	0001ec48d0--62296a584fce190ebda71022	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T03:02:48.776
"In the early 1930s, William T.Treadwell had been a successful attorney in Farragut. But when the economy collapsed, he lost his job. When he became homeless, he met Polly, a beautiful, intelligent woman he had met in a bar. Soon, they found themselves on the same boat, the Oddy Lady."" They sailed out to California, where he worked as a lawyer and she worked as an actress. He fell in love with her. She wanted to marry him. But he said no. They lived together. He was still a lawyer. She was still an actress."	scratchplot	20	5				https://toloka.yandex.ru/task/32262352/0001ec48d0--62296a661315ef143e390f66	e6c41dd0-d760-44b7-95c9-686757932edb	0001ec48d0--62296a661315ef143e390f66	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T03:03:02.969
In the spring of 1970, George Jones' wife Jane died, and George sought employment in the construction field. He was hired by a contractor named Richard Wurtzel, who had a project in the works for the state. The state needed to build an office building, so Wurtlzle proposed the Joneses would build a state office building on their land. The construction site for the project was a field west of George's house. They built it, and they had a great deal of problems with it. So they got rid of it.	scratchplot	23	3				https://toloka.yandex.ru/task/32262352/0001ec48d0--62296a755b075e1d27d153c4	076bd4ba-7507-4352-afb5-7f80981b46aa	0001ec48d0--62296a755b075e1d27d153c4	c62475fa7b981556a0a09166d57d9de0	APPROVED	2022-03-10T03:03:17.710
John and Cheryl had been divorced for years, and while the divorce was final, there were still legal problems. John had bought a house in a nice part of town, and now, as it was approaching its five-year anniversary, his friends began asking questions about the house. The house was nice, and had nice rooms and a pool and all that. But the people who lived there had some problems. They lived with their mother and her family of five, with no money and no job. On the first day of the week of September, 1995, John and his friends got in their cars and drove back to the house they had been renting in the woods.	scratchplot	2	4				https://toloka.yandex.ru/task/32262352/0001ec48d0--62296ab1f2f0126f420884f9	be092330-64a0-4322-8a47-22ae42a54a80	0001ec48d0--62296ab1f2f0126f420884f9	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T03:04:17.925
Tom wanted to be a doctor. He decided to try out for a local college. He started working on a few months. He started to feel confident. Eventually he became a great doctor.	plan-and-write	7	1				https://toloka.yandex.ru/task/32262352/0001ec48d0--62296ab895aad761f17801bc	34c6aa9f-4cf2-4c93-8795-7eac08969fc3	0001ec48d0--62296ab895aad761f17801bc	c62475fa7b981556a0a09166d57d9de0	APPROVED	2022-03-10T03:04:24.564
I wanted to be a doctor. I decided to start exercising. I started to lose weight. I started eating healthy foods. Eventually, i lost weight.	plan-and-write	37	1				https://toloka.yandex.ru/task/32262352/0001ec48d0--62296aca73a36d72fbbbd24c	a74f38b1-26f1-41ab-93b1-dc434cef343e	0001ec48d0--62296aca73a36d72fbbbd24c	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T03:04:42.660
I was overweight. I decided to lose weight. I exercised every day. I ate healthy foods for months. I gained weight.	plan-and-write	43	1				https://toloka.yandex.ru/task/32262352/0001ec48d0--62296ad995aad761f1780390	819462ea-1d5a-4549-b132-805c9c15154a	0001ec48d0--62296ad995aad761f1780390	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T03:04:57.306
"On Earth, Jude and his wife, Julia, have made their home, where Jude works as a private investigator and Julia is a nurse. ""In the year 2035, Jude meets an enigmatic stranger named Alexi, a man whose body has been replaced by technology and whose brain has been reprogrammed by an alien race. It turns out that Alexi's brain is the same as Jude's and that he can use Jude's brain to take control of people's bodies. Alexi eventually uses Jude's body to take over the planet."	scratchplot	22	5				https://toloka.yandex.ru/task/32262352/0001ec48d0--62296add7a07670e20f36907	1711aa1b-777b-4b2f-9d83-384c0f998b04	0001ec48d0--62296add7a07670e20f36907	c62475fa7b981556a0a09166d57d9de0	APPROVED	2022-03-10T03:05:01.470
I was overweight. I decided to start eating healthier food. I started to eat more. After a few months, i started eating healthy food. Eventually, i started eating healthy food.	plan-and-write	27	1				https://toloka.yandex.ru/task/32262352/0001ec48d0--62296aef0dcab8597d7fdef6	55bdf744-f0fb-4bdb-a2b6-b718ebb78e16	0001ec48d0--62296aef0dcab8597d7fdef6	a366401fdf9bc1560379119a9ceb0100	APPROVED	2022-03-10T03:05:19.854
Joe and Polly are on board ship when they are summoned for a meeting of a company with a mission of world wide expansion. They are asked to help to establish a new production site in the south-west of Australia. This project is a joint venture between a company in the US and the Australian company. The company has chosen Polly as the production manager and Joe as the project manager and they are to be joined by a young Australian engineer. Polly and Joe find themselves faced with a complex problem that is not easily solved by traditional methods. As they begin to investigate and solve the problem they will face a number of challenges that they have never encountered before.	scratchplot	29	5				https://toloka.yandex.ru/task/32262352/0001ec48d0--62296af3de31052c5f312f7d	ab3df97e-99d8-413b-a75f-117e664ae346	0001ec48d0--62296af3de31052c5f312f7d	c3fa918b26f9cb43d8f497348ec0f13a	APPROVED	2022-03-10T03:05:23.734
