[ID]	[KEY/ABSTRACT]	[KEYWORDS]	[DISCOURSE (T/I/B/C)]	[NUM_PARAGRAPHS]	[PARAGRAPH]	[PREVIOUS_PARAGRAPH]
plot-20_1	K	b'actaeon'[SEP]hellenistic actaeon glimpsing artemis \' bath[SEP]hunter actaeon stumbled across[SEP]apollodoran bibliotheke state[SEP]hellenistic poet callimachus[SEP]ritually enforced deference[SEP]familiar hunting companion[SEP]classical actaeon boasting[SEP]least four attic tragedies[SEP]suggest different motives[SEP]earlier myth made actaeon	B	5	There are various other versions of his transgression: The Hesiodic Catalogue of Women and pseudo-Apollodoran Bibliotheke state that his offense was that he was a rival of Zeus for Semele, his mother\'s sister, whereas in Euripides\' Bacchae he has boasted that he is a better hunter than Artemis:	b'Among others, John Heath has observed, "The unalterable kernel of the tale was a hunter\'s transformation into a deer and his death in the jaws of his hunting dogs. But authors were free to suggest different motives for his death". In the version that was offered by the Hellenistic poet Callimachus, which has become the standard setting, Artemis was bathing in the woods when the hunter Actaeon stumbled across her, thus seeing her naked. He stopped and stared, amazed at her ravishing beauty. Once seen, Artemis got revenge on Actaeon: she forbade him speech \xe2\x80\x94 if he tried to speak, he would be changed into a stag \xe2\x80\x94 for the unlucky profanation of her virginity\'s mystery. Upon hearing the call of his hunting party, he cried out to them and immediately transformed. At this he fled deep into the woods, and doing so he came upon a pond and, seeing his reflection, groaned. His own hounds then turned upon him and pursued him, not recognizing him. In an endeavour to save himself, he raised his eyes (and would have raised his arms, had he had them) toward Mount Olympus. The gods did not heed his plea, and he was torn to pieces. An element of the earlier myth made Actaeon the familiar hunting companion of Artemis, no stranger. In an embroidered extension of the myth, the hounds were so upset with their master\'s death, that Chiron made a statue so lifelike that the hounds thought it was Actaeon.
plot-20_2	K	b'actaeon'[SEP]hellenistic actaeon glimpsing artemis \' bath[SEP]hunter actaeon stumbled across[SEP]apollodoran bibliotheke state[SEP]hellenistic poet callimachus[SEP]ritually enforced deference[SEP]familiar hunting companion[SEP]classical actaeon boasting[SEP]least four attic tragedies[SEP]suggest different motives[SEP]earlier myth made actaeon	B	5	Further materials, including fragments that belong with the Hesiodic Catalogue of Women and at least four Attic tragedies, including a Toxotides of Aeschylus, have been lost. Diodorus Siculus (481.4), in a variant of Actaeon\'s hubris that has been largely ignored, has it that Actaeon wanted to marry Artemis. Other authors say the hounds were Artemis\' own; some lost elaborations of the myth seem to have given them all names and narrated their wanderings after his loss.	There are various other versions of his transgression: The Hesiodic Catalogue of Women and pseudo-Apollodoran Bibliotheke state that his offense was that he was a rival of Zeus for Semele, his mother\'s sister, whereas in Euripides\' Bacchae he has boasted that he is a better hunter than Artemis:
plot-20_3	K	b'actaeon'[SEP]hellenistic actaeon glimpsing artemis \' bath[SEP]hunter actaeon stumbled across[SEP]apollodoran bibliotheke state[SEP]hellenistic poet callimachus[SEP]ritually enforced deference[SEP]familiar hunting companion[SEP]classical actaeon boasting[SEP]least four attic tragedies[SEP]suggest different motives[SEP]earlier myth made actaeon	B	5	According to the Latin version of the story told by the Roman Ovid having accidentally seen Diana (Artemis) on Mount Cithaeron while she was bathing, he was changed by her into a stag, and pursued and killed by his fifty hounds. This version also appears in Callimachus\' Fifth Hymn, as a mythical parallel to the blinding of Tiresias after he sees Athena bathing.	Further materials, including fragments that belong with the Hesiodic Catalogue of Women and at least four Attic tragedies, including a Toxotides of Aeschylus, have been lost. Diodorus Siculus (481.4), in a variant of Actaeon\'s hubris that has been largely ignored, has it that Actaeon wanted to marry Artemis. Other authors say the hounds were Artemis\' own; some lost elaborations of the myth seem to have given them all names and narrated their wanderings after his loss.
plot-20_4	K	b'actaeon'[SEP]hellenistic actaeon glimpsing artemis \' bath[SEP]hunter actaeon stumbled across[SEP]apollodoran bibliotheke state[SEP]hellenistic poet callimachus[SEP]ritually enforced deference[SEP]familiar hunting companion[SEP]classical actaeon boasting[SEP]least four attic tragedies[SEP]suggest different motives[SEP]earlier myth made actaeon	C	5	The literary testimony of Actaeon\'s myth is largely lost, but Lamar Ronald Lacy, deconstructing the myth elements in what survives and supplementing it by iconographic evidence in late vase-painting, made a plausible reconstruction of an ancient Actaeon myth that Greek poets may have inherited and subjected to expansion and dismemberment. His reconstruction opposes a too-pat consensus that has an archaic Actaeon aspiring to Semele, a classical Actaeon boasting of his hunting prowess and a Hellenistic Actaeon glimpsing Artemis\' bath. Lacy identifies the site of Actaeon\'s transgression as a spring sacred to Artemis at Plataea where Actaeon was a hero archegetes ("hero-founder") The righteous hunter, the companion of Artemis, seeing her bathing naked in the spring, was moved to try to make himself her consort, as Diodorus Siculus noted, and was punished, in part for transgressing the hunter\'s "ritually enforced deference to Artemis" (Lacy 1990:42).'	According to the Latin version of the story told by the Roman Ovid having accidentally seen Diana (Artemis) on Mount Cithaeron while she was bathing, he was changed by her into a stag, and pursued and killed by his fifty hounds. This version also appears in Callimachus\' Fifth Hymn, as a mythical parallel to the blinding of Tiresias after he sees Athena bathing.
plot-21_0	K	b'anyone can whistle'[SEP]council eagerly anticipate tourist dollars[SEP]accept anything except unpopularity (\ xe2[SEP]hapgood begins questioning random people[SEP]x9d whose inmates look much healthier[SEP]scheming comptroller schub tells[SEP]town council becomes suspicious[SEP]eternally skeptical young nurse[SEP]professional miracle inspector[SEP]extended musical sequence ends[SEP]dr detmold suddenly recognizes	I	1	<o> b'The story is set in an imaginary American town that has gone bankrupt. (Its former major industry was the production of an unidentified product that never wore out. Everyone has one now, and no one needs a replacement) The only place in town doing good business is the local Sanatorium, known as \xe2\x80\x9cThe Cookie Jar,\xe2\x80\x9d whose inmates look much healthier than the disgruntled townspeople. ("I\'m Like the Bluebird") All the money is in the hands of Cora Hoover Hooper, the stylish, ruthless mayoress and her cronies - Comptroller Schub, Treasurer Cooley, and Police Chief Magruder. Cora appears carried in a litter by her backup singers, and admits that she can accept anything except unpopularity (\xe2\x80\x9cMe and My Town\xe2\x80\x9d). The scheming Comptroller Schub tells her that he has a plan to save her administration, and the town, promising \xe2\x80\x9cIt\'s highly unethical.\xe2\x80\x9d He tells her to meet him at the rock on the edge of town. At the rock, a local mother, mrs Schroeder, tries to tell her child, Baby Joan, to come down from the rock, when Baby Joan licks it - and a spring of water begins flowing from it. The town instantly proclaims a miracle, and Cora and her council eagerly anticipate tourist dollars as they boast of the water\'s curative powers. ("Miracle Song") It is soon revealed to Cora that the miracle is a fake, controlled by a pump inside the rock. The only person in town who doubts the miracle is Fay Apple, an eternally skeptical young nurse from the Cookie Jar who refuses to believe in miracles. She appears at the rock with all forty-nine of the inmates, or \xe2\x80\x9cCookies\xe2\x80\x9d in tow, intending to let them take some of the water. Schub realizes that if they drink the water and do not change, people will discover the fraud. As he tries to stop Fay, the inmates mingle with the townspeople, until no one can guess who is who. Fay disappears, and hiding from the police, admits that she hopes for one miracle - for a hero who can come and deliver the town from the madness (\xe2\x80\x9cThere Won\'t Be Trumpets\xe2\x80\x9d). Cora arrives on the scene with the Cookie Jar\'s manager, dr Detmold, but he says that Fay has taken the records to identify the inmates. He tells Cora that he is expecting a new assistant who might help them. At that moment a mysterious stranger, Bowden Hapgood, arrives asking for directions to the Cookie Jar. He is instantly taken for the new assistant. Asked to identify the missing Cookies, Hapgood begins questioning random people and sorting them into two groups, group A, and group one, but refuses to divulge which group is which. The town council becomes suspicious of this and tries to force the truth out, but Hapgood questions them until they begin to doubt their own sanity. Cora is too caught up with his logic to care. (\xe2\x80\x9cSimple\xe2\x80\x9d) As the extended musical sequence ends, the lights black out except for a spotlight on Hapgood, who announces to the audience, \xe2\x80\x9cYou are all mad!\xe2\x80\x9d Seconds later, the stage lights are restored. The stage set has vanished, and the cast is revealed in theater seats, holding programs, applauding the audience, as the act ends. As act two opens, the two groups are now in bitter rivalry over who is the normal group (\xe2\x80\x9cA-1 March\xe2\x80\x9d) Another stranger, a French woman in a feathered coat appears. It is really Fay Apple in disguise. She introduces herself as the Lady from Lourdes, a professional Miracle Inspector, come to investigate the miracle. As Schub runs off to warn Cora, Fay seeks out Hapgood in his hotel, and the two seduce each other in the style of a French romantic film. (\xe2\x80\x9cCome Play Wiz Me\xe2\x80\x9d) Fay tries to get Hapgood\'s help in exposing the miracle. Hapgood, however, sees through her disguise and wants to question her first. Fay refuses to take her wig off, and confesses to him that this disguise, left over from a college play, is the only way she can break out of her rigid and cynical persona. She begins to hope, however, that Hapgood may be the one who can help her learn to be free. (\xe2\x80\x9cAnyone Can Whistle\xe2\x80\x9d) Meanwhile, the two groups continue to march, and Cora, trying to give a speech, realizes that Hapgood has stolen her limelight. (\xe2\x80\x9cA Parade in Town\xe2\x80\x9d) She and Schub plan an emergency meeting at her house. Back at the hotel, Hapgood comes up with an idea, telling Fay to destroy the inmates\' records. That way Fay can be free of them and they can stop pretending. When Fay is reluctant, Hapgood produces a record of his own - he is her fiftieth Cookie. He is a practicing idealist who, after years of attempted heroism, is tired of crusading and has come to the Cookie Jar to retire. Inspired by his record, Fay begins to tear the records up. As she does, the Cookies appear and begin to dance (\xe2\x80\x9cEverybody Says Don\'t\xe2\x80\x9d). Act three begins with Cora at her house with her council. Schub has put the miracle on hiatus, but announces that they can easily turn the town against Hapgood by blaming him for it. The group celebrates their alliance. (\xe2\x80\x9cI\'ve Got You to Lean On\xe2\x80\x9d) A mob quickly forms outside the hotel, and Hapgood and Fay, still disguised, take refuge under the rock. Discovering the fraud, Cora and the council confront them. At that moment, Cora receives a telegram from the governor warning that if the quota of forty-nine cookies is not filled, she will be impeached. Schub tells her that since Hapgood never said who is normal or not, they can arrest anyone at random until the quota is filled. Fay tries to get Hapgood to expose the miracle, but he warns her no one will believe it is a fake, because it works as a miracle should. Fay wants his help stopping the Mayoress, but he refuses, since he is through with crusading. Although she knows she still isn\'t out of her shell, Fay angrily swears to go it alone. (\xe2\x80\x9cSee What it Gets You\xe2\x80\x9d) As Cora and the police force begin rounding up Cookies, Fay tries to get the key away from the guards in an extended ballet sequence. (\xe2\x80\x9cThe Cookie Chase\xe2\x80\x9d) As it ends, Fay is captured, and dr Detmold suddenly recognizes her. Fay tells the townspeople about the fake miracle, but the town refuses to believe her. Detmold tells Cora that even without the records, Fay can identify the inmates from memory. Cora warns that she will arrest forty-nine people, normal or not, and Fay, helplessly, identifies all the Cookies, except Hapgood. She tells him the world needs people like him, and Hapgood can\'t turn himself in. He asks Fay to come with him, but she still can\'t bring herself to break free. Parting ways, they reflect on what they briefly shared. (\xe2\x80\x9cWith So Little to be Sure Of\xe2\x80\x9d) Word comes of a new miracle, two towns over, of a statue with a warm heart. Soon the town is all but deserted, and Cora is again upstaged. Again, Schub has the answer - since the Cookie Jar is still successful, they can turn the entire town into one big Cookie Jar! Cora realizes she and Schub are meant for each other, and they dance off together. As Fay resumes work, Detmold\'s real new assistant arrives, and Fay is horrified to realize that she is even more practical, rigid and disbelieving than Fay herself, and the new nurse marches the Cookies off to the next town to disprove the new miracle. Horrified at seeing what she might become, Fay returns to the rock calling for Hapgood. When he doesn\'t answer, she tries to whistle - and succeeds in blowing a shrill, ugly whistle. Hapgood appears again, saying \'That\'s good enough for me.\' As they embrace, the water begins flowing from the rock - a true miracle this time. (Finale)'	NA
plot-22_0	K	b'the birth of a nation'[SEP]desks displaying racially stereotypical behavior[SEP]aryan birthright ". congressman stoneman leaves[SEP]margaret cameron marries phil stoneman[SEP]two sympathetic former union soldiers[SEP]film follows two juxtaposed families[SEP]era representative thaddeus stevens[SEP]observing white children pretending[SEP]conciliatory postwar policy expires[SEP]elsie stoneman marries ben cameron[SEP]reconstruction policies firsthand	I	5	b'The film consists of two parts of similar length. The first part closes with the assassination of Abraham Lincoln, after which there is an intermission. At the New York premiere, Dixon spoke on stage between the parts, reminding the audience that the dramatic version of The Clansman appeared in that venue nine years previously. "Mr. Dixon also observed that he would have allowed none but the son of a Confederate soldier to direct the film version of The Clansman". The film follows two juxtaposed families. One is the Northern Stonemans: abolitionistS. Representative Austin Stoneman (based on the Reconstruction-era Representative Thaddeus Stevens of Pennsylvania), his daughter, and two sons. The other is the Southern Camerons: dr Cameron, his wife, their three sons and two daughters. Phil, the elder Stoneman son, falls in love with Margaret Cameron, during the brothers\' visit to the Cameron estate in South Carolina, representing the Old South. Meanwhile, young Ben Cameron (modeled after Leroy McAfee) idolizes a picture of Elsie Stoneman. When the Civil War arrives, the young men of both families enlist in their respective armies. The younger Stoneman and two of the Cameron brothers are killed in combat. Meanwhile, the Cameron women are rescued by Confederate soldiers who rout a black militia after an attack on the Cameron home. Ben Cameron leads a heroic final charge at the Siege of Petersburg, earning the nickname of "the Little Colonel", but he is also wounded and captured. He is then taken to a Union military hospital in Washington,C.	NA
plot-22_1	K	b'the birth of a nation'[SEP]desks displaying racially stereotypical behavior[SEP]aryan birthright ". congressman stoneman leaves[SEP]margaret cameron marries phil stoneman[SEP]two sympathetic former union soldiers[SEP]film follows two juxtaposed families[SEP]era representative thaddeus stevens[SEP]observing white children pretending[SEP]conciliatory postwar policy expires[SEP]elsie stoneman marries ben cameron[SEP]reconstruction policies firsthand	B	5	During his stay at the hospital, he is told that he will be hanged. Also at the hospital, he meets Elsie Stoneman, whose picture he has been carrying; she is working there as a nurse. Elsie takes Cameron\'s mother, who had traveled to Washington to tend her son, to see Abraham Lincoln, and mrs Cameron persuades the President to pardon Ben. When Lincoln is assassinated at Ford\'s Theatre, his conciliatory postwar policy expires with him. In the wake of the president\'s death, Austin Stoneman and other Radical Republicans are determined to punish the South, employing harsh measures that Griffith depicts as having been typical of the Reconstruction Era. Stoneman and his prot\xc3\xa9g\xc3\xa9 Silas Lynch, a psychopathic mulatto (modeled after Alonzo Ransier and Richard Howell Gleaves), head to South Carolina to observe the implementation of Reconstruction policies firsthand. During the election, in which Lynch is elected lieutenant governor, blacks are observed stuffing the ballot boxes, while many whites are denied the vote. The newly elected, mostly black members of the South Carolina legislature are shown at their desks displaying racially stereotypical behavior, such as one member taking off his shoes and putting his feet up on his desk, and others drinking liquor and feasting on fried chicken.	b'The film consists of two parts of similar length. The first part closes with the assassination of Abraham Lincoln, after which there is an intermission. At the New York premiere, Dixon spoke on stage between the parts, reminding the audience that the dramatic version of The Clansman appeared in that venue nine years previously. "Mr. Dixon also observed that he would have allowed none but the son of a Confederate soldier to direct the film version of The Clansman". The film follows two juxtaposed families. One is the Northern Stonemans: abolitionistS. Representative Austin Stoneman (based on the Reconstruction-era Representative Thaddeus Stevens of Pennsylvania), his daughter, and two sons. The other is the Southern Camerons: dr Cameron, his wife, their three sons and two daughters. Phil, the elder Stoneman son, falls in love with Margaret Cameron, during the brothers\' visit to the Cameron estate in South Carolina, representing the Old South. Meanwhile, young Ben Cameron (modeled after Leroy McAfee) idolizes a picture of Elsie Stoneman. When the Civil War arrives, the young men of both families enlist in their respective armies. The younger Stoneman and two of the Cameron brothers are killed in combat. Meanwhile, the Cameron women are rescued by Confederate soldiers who rout a black militia after an attack on the Cameron home. Ben Cameron leads a heroic final charge at the Siege of Petersburg, earning the nickname of "the Little Colonel", but he is also wounded and captured. He is then taken to a Union military hospital in Washington,C.
plot-22_2	K	b'the birth of a nation'[SEP]desks displaying racially stereotypical behavior[SEP]aryan birthright ". congressman stoneman leaves[SEP]margaret cameron marries phil stoneman[SEP]two sympathetic former union soldiers[SEP]film follows two juxtaposed families[SEP]era representative thaddeus stevens[SEP]observing white children pretending[SEP]conciliatory postwar policy expires[SEP]elsie stoneman marries ben cameron[SEP]reconstruction policies firsthand	B	5	Meanwhile, inspired by observing white children pretending to be ghosts to scare black children, Ben fights back by forming the Ku Klux Klan. As a result, Elsie, breaks off her relationship with Ben. Later, Flora Cameron goes off alone into the woods to fetch water and is followed by Gus, a freedman and soldier who is now a captain. He confronts Flora and tells her that he desires to get married. Frightened, she flees into the forest, pursued by Gus. Trapped on a precipice, Flora warns Gus she will jump if he comes any closer. When he does, she leaps to her death. Having run through the forest looking for her, Ben has seen her jump; he holds her as she dies, then carries her body back to the Cameron home. In response, the Klan hunts down Gus, tries him, finds him guilty, and lynches him.	During his stay at the hospital, he is told that he will be hanged. Also at the hospital, he meets Elsie Stoneman, whose picture he has been carrying; she is working there as a nurse. Elsie takes Cameron\'s mother, who had traveled to Washington to tend her son, to see Abraham Lincoln, and mrs Cameron persuades the President to pardon Ben. When Lincoln is assassinated at Ford\'s Theatre, his conciliatory postwar policy expires with him. In the wake of the president\'s death, Austin Stoneman and other Radical Republicans are determined to punish the South, employing harsh measures that Griffith depicts as having been typical of the Reconstruction Era. Stoneman and his prot\xc3\xa9g\xc3\xa9 Silas Lynch, a psychopathic mulatto (modeled after Alonzo Ransier and Richard Howell Gleaves), head to South Carolina to observe the implementation of Reconstruction policies firsthand. During the election, in which Lynch is elected lieutenant governor, blacks are observed stuffing the ballot boxes, while many whites are denied the vote. The newly elected, mostly black members of the South Carolina legislature are shown at their desks displaying racially stereotypical behavior, such as one member taking off his shoes and putting his feet up on his desk, and others drinking liquor and feasting on fried chicken.
plot-22_3	K	b'the birth of a nation'[SEP]desks displaying racially stereotypical behavior[SEP]aryan birthright ". congressman stoneman leaves[SEP]margaret cameron marries phil stoneman[SEP]two sympathetic former union soldiers[SEP]film follows two juxtaposed families[SEP]era representative thaddeus stevens[SEP]observing white children pretending[SEP]conciliatory postwar policy expires[SEP]elsie stoneman marries ben cameron[SEP]reconstruction policies firsthand	B	5	Lynch then orders a crackdown on the Klan after discovering Gus\'s murder. He also secures the passing of legislation allowing mixed-race marriages. dr Cameron is arrested for possessing Ben\'s Klan regalia, now considered a capital crime. He is rescued by Phil Stoneman and a few of his black servants. Together with Margaret Cameron, they flee. When their wagon breaks down, they make their way through the woods to a small hut that is home to two sympathetic former Union soldiers who agree to hide them. An intertitle states, "The former enemies of North and South are united again in common defense of their Aryan birthright".	Meanwhile, inspired by observing white children pretending to be ghosts to scare black children, Ben fights back by forming the Ku Klux Klan. As a result, Elsie, breaks off her relationship with Ben. Later, Flora Cameron goes off alone into the woods to fetch water and is followed by Gus, a freedman and soldier who is now a captain. He confronts Flora and tells her that he desires to get married. Frightened, she flees into the forest, pursued by Gus. Trapped on a precipice, Flora warns Gus she will jump if he comes any closer. When he does, she leaps to her death. Having run through the forest looking for her, Ben has seen her jump; he holds her as she dies, then carries her body back to the Cameron home. In response, the Klan hunts down Gus, tries him, finds him guilty, and lynches him.
plot-22_4	K	b'the birth of a nation'[SEP]desks displaying racially stereotypical behavior[SEP]aryan birthright ". congressman stoneman leaves[SEP]margaret cameron marries phil stoneman[SEP]two sympathetic former union soldiers[SEP]film follows two juxtaposed families[SEP]era representative thaddeus stevens[SEP]observing white children pretending[SEP]conciliatory postwar policy expires[SEP]elsie stoneman marries ben cameron[SEP]reconstruction policies firsthand	C	5	Congressman Stoneman leaves to avoid being connected with lt lt Lynch\'s crackdown. Elsie, learning of dr Cameron\'s arrest, goes to Lynch to plead for his release. Lynch, who had been lusting after Elsie, tries to force her to marry him, which causes her to faint. Stoneman returns, causing Elsie to be placed in another room. At first Stoneman is happy when Lynch tells him he wants to marry a white woman, but he is then angered when Lynch tells him that it is Stoneman\'s daughter. Undercover Klansman spies go to get help when they discover Elsie\'s plight after she breaks a window and cries out for help. Elsie falls unconscious again and revives while gagged and being bound. The Klan gathered together, with Ben leading them, ride in to gain control of the town. When news about Elsie reaches Ben, he and others go to her rescue. Elsie frees her mouth and screams for help. Lynch is captured. Victorious, the Klansmen celebrate in the streets. Meanwhile, Lynch\'s militia surrounds and attacks the hut where the Camerons are hiding. The Klansmen, with Ben at their head, race in to save them just in time. The next election day, blacks find a line of mounted and armed Klansmen just outside their homes and are intimidated into not voting. The film concludes with a double wedding as Margaret Cameron marries Phil Stoneman and Elsie Stoneman marries Ben Cameron. The masses are shown oppressed by a giant warlike figure who gradually fades away. The scene shifts to another group finding peace under the image of Jesus Christ. The penultimate title is: "Dare we dream of a golden day when the bestial War shall rule no more. But instead\xe2\x80\x94the gentle Prince in the Hall of Brotherly Love in the City of Peace".'	Lynch then orders a crackdown on the Klan after discovering Gus\'s murder. He also secures the passing of legislation allowing mixed-race marriages. dr Cameron is arrested for possessing Ben\'s Klan regalia, now considered a capital crime. He is rescued by Phil Stoneman and a few of his black servants. Together with Margaret Cameron, they flee. When their wagon breaks down, they make their way through the woods to a small hut that is home to two sympathetic former Union soldiers who agree to hide them. An intertitle states, "The former enemies of North and South are united again in common defense of their Aryan birthright".
plot-23_0	K	b'braveheart'[SEP]young william wallace witnesses longshanks \' betrayal[SEP]killing longshanks \' nephew whose severed head[SEP]childhood friend murron macclannough[SEP]fighting alongside longshanks[SEP]pilgrimage throughout europe[SEP]formally accept english rule[SEP]conquers scotland following[SEP]ensure prince edward spends[SEP]english commander cheltham[SEP]isabella becomes enamored	I	5	b'In 1280, King Edward "Longshanks" invades and conquers Scotland following the death of Alexander III of Scotland, who left no heir to the throne. Young William Wallace witnesses Longshanks\' betrayal and execution of several Scottish nobles, suffers the deaths of his father and brother fighting against the English, and is taken abroad on a pilgrimage throughout Europe by his paternal uncle Argyle, who has Wallace educated.	NA
plot-23_1	K	b'braveheart'[SEP]young william wallace witnesses longshanks \' betrayal[SEP]killing longshanks \' nephew whose severed head[SEP]childhood friend murron macclannough[SEP]fighting alongside longshanks[SEP]pilgrimage throughout europe[SEP]formally accept english rule[SEP]conquers scotland following[SEP]ensure prince edward spends[SEP]english commander cheltham[SEP]isabella becomes enamored	B	5	Years later, Longshanks grants his noblemen land and privileges in Scotland, including Prima Nocte. Meanwhile, a grown Wallace returns to Scotland and falls in love with his childhood friend Murron MacClannough, and the two marry in secret. Wallace rescues Murron from being raped by English soldiers, but as Wallace fights off the soldiers Murron is captured and publicly executed. In retribution, Wallace leads his clan to slaughter the English garrison in his hometown and sends the surviving garrison back to England with a message of rebellion for Longshanks.	b'In 1280, King Edward "Longshanks" invades and conquers Scotland following the death of Alexander III of Scotland, who left no heir to the throne. Young William Wallace witnesses Longshanks\' betrayal and execution of several Scottish nobles, suffers the deaths of his father and brother fighting against the English, and is taken abroad on a pilgrimage throughout Europe by his paternal uncle Argyle, who has Wallace educated.
plot-23_2	K	b'braveheart'[SEP]young william wallace witnesses longshanks \' betrayal[SEP]killing longshanks \' nephew whose severed head[SEP]childhood friend murron macclannough[SEP]fighting alongside longshanks[SEP]pilgrimage throughout europe[SEP]formally accept english rule[SEP]conquers scotland following[SEP]ensure prince edward spends[SEP]english commander cheltham[SEP]isabella becomes enamored	B	5	Longshanks orders his son Prince Edward to stop Wallace by any means necessary while he visits the French King to secure England\'s alliance with France. Alongside his friend Hamish, Wallace rebels against the English, and as his legend spreads, hundreds of Scots from the surrounding clans join him. Wallace leads his army to victory at the Battle of Stirling Bridge where he decapitates the English commander Cheltham. Prince Edward fails to send reinforcements to York, enabling Wallace to sack the city, killing Longshanks\' nephew whose severed head is sent to the king. Wallace seeks the assistance of Robert the Bruce, the son of nobleman Robert the Elder, a contender for the Scottish crown. Robert is dominated by his leper father, who wishes to secure the Scottish throne for his son by submitting to the English. Worried by the threat of the rebellion, Longshanks sends his son\'s wife Isabella of France to try to negotiate with Wallace as a distraction for the landing of another invasion force in Scotland.	Years later, Longshanks grants his noblemen land and privileges in Scotland, including Prima Nocte. Meanwhile, a grown Wallace returns to Scotland and falls in love with his childhood friend Murron MacClannough, and the two marry in secret. Wallace rescues Murron from being raped by English soldiers, but as Wallace fights off the soldiers Murron is captured and publicly executed. In retribution, Wallace leads his clan to slaughter the English garrison in his hometown and sends the surviving garrison back to England with a message of rebellion for Longshanks.
plot-23_3	K	b'braveheart'[SEP]young william wallace witnesses longshanks \' betrayal[SEP]killing longshanks \' nephew whose severed head[SEP]childhood friend murron macclannough[SEP]fighting alongside longshanks[SEP]pilgrimage throughout europe[SEP]formally accept english rule[SEP]conquers scotland following[SEP]ensure prince edward spends[SEP]english commander cheltham[SEP]isabella becomes enamored	B	5	After meeting him in person, Isabella becomes enamored of Wallace. She warns him of the coming invasion, and Wallace implores the Scottish nobility to take immediate action to counter the threat and take back their country, asking Robert the Bruce to lead. Leading the English army himself, Longshanks confronts the Scots at Falkirk. During the battle, Scottish noblemen Mornay and Lochlan, having been bribed by Longshanks, withdraw their forces, resulting Wallace\'s army being routed and the death of Hamish\'s father, Campbell. Wallace is further betrayed when he discovers Robert the Bruce was fighting alongside Longshanks; after the battle, seeing the damage he helped do to his countrymen, Robert reprimands his father and vows never to be on the wrong side again.	Longshanks orders his son Prince Edward to stop Wallace by any means necessary while he visits the French King to secure England\'s alliance with France. Alongside his friend Hamish, Wallace rebels against the English, and as his legend spreads, hundreds of Scots from the surrounding clans join him. Wallace leads his army to victory at the Battle of Stirling Bridge where he decapitates the English commander Cheltham. Prince Edward fails to send reinforcements to York, enabling Wallace to sack the city, killing Longshanks\' nephew whose severed head is sent to the king. Wallace seeks the assistance of Robert the Bruce, the son of nobleman Robert the Elder, a contender for the Scottish crown. Robert is dominated by his leper father, who wishes to secure the Scottish throne for his son by submitting to the English. Worried by the threat of the rebellion, Longshanks sends his son\'s wife Isabella of France to try to negotiate with Wallace as a distraction for the landing of another invasion force in Scotland.
plot-23_4	K	b'braveheart'[SEP]young william wallace witnesses longshanks \' betrayal[SEP]killing longshanks \' nephew whose severed head[SEP]childhood friend murron macclannough[SEP]fighting alongside longshanks[SEP]pilgrimage throughout europe[SEP]formally accept english rule[SEP]conquers scotland following[SEP]ensure prince edward spends[SEP]english commander cheltham[SEP]isabella becomes enamored	C	5	Wallace kills Lochlan and Mornay for their betrayal, and wages a guerrilla war against the English assisted by Isabella, with whom he eventually has an affair. Robert sets up a meeting with Wallace in Edinburgh, but Robert\'s father conspires with other nobles to capture and hand over Wallace to the English. Learning of his treachery, Robert disowns and banishes his father. Isabella exacts revenge on the now terminally ill Longshanks, who can no longer speak, by telling him that his bloodline will be destroyed upon his death as she is pregnant with Wallace\'s child and will ensure Prince Edward spends as short a time as possible on the throne before Wallace\'s child replaces him. In London, Wallace is brought before an English magistrate, tried for high treason, and condemned to public torture and beheading. Even whilst being hanged, drawn and quartered, Wallace refuses to submit to the king. The watching crowd, deeply moved by the Scotsman\'s valor, begin crying for mercy on Wallace\'s behalf. The magistrate offers him one final chance, asking him only to utter the word, "Mercy", and be granted a quick death. Wallace instead shouts, "Freedom!", and his cry rings through the square, the dying Longshanks hearing it. Before being drawn and quartered, Wallace sees a vision of Murron in the crowd, smiling at him. In 1314, Robert, now Scotland\'s king, leads a Scottish army before a ceremonial line of English troops on the fields of Bannockburn, where he is to formally accept English rule. Instead, he invokes Wallace\'s memory, imploring his men to fight with him as they did with Wallace. Hamish throws Wallace\'s sword point-down in front of the English army, and he and the Scots chant Wallace\'s name as Robert leads them into battle against the English, winning the Scots their freedom.'	After meeting him in person, Isabella becomes enamored of Wallace. She warns him of the coming invasion, and Wallace implores the Scottish nobility to take immediate action to counter the threat and take back their country, asking Robert the Bruce to lead. Leading the English army himself, Longshanks confronts the Scots at Falkirk. During the battle, Scottish noblemen Mornay and Lochlan, having been bribed by Longshanks, withdraw their forces, resulting Wallace\'s army being routed and the death of Hamish\'s father, Campbell. Wallace is further betrayed when he discovers Robert the Bruce was fighting alongside Longshanks; after the battle, seeing the damage he helped do to his countrymen, Robert reprimands his father and vows never to be on the wrong side again.
